sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,page_number,summary_text,summary_char_count,summary_word_count,para_id
Variant  Fluid Quantity  All Models Fill as needed  Specification: VitaMax® DOT 4 High Performance Brake  Fluid (Part Number: VF-20).. FragglesX500FMS 2027          79     Capacities and Specifications  Guide    Recommended Replacement Parts  Using original parts ensures optimal performance and  longevity. We recommend using VitaMax® brand parts  available through your authorized dealer. Component  VitaMax® Part  Number  12V Battery  VMAX,440,55,108,79,Variant Fluid Quantity All Models Fill as needed Specification: VitaMax® DOT 4 High Performance Brake Fluid (Part Number: VF-20).,129,19,fd41955fa5166b373646e2678ec6c49f150edd9037a0b14daeecee432507011e
"3  Manufacturer Identifier  4-8  Vehicle Attributes  9  Check Digit  10  Model Year  11  Assembly Plant  12-17  Production Sequence Number  Note: The VIN helps track vehicle history, warranty, and  recalls. Connected Vehicle Features  A connected vehicle can utilize mobile networks for  enhanced functionality when linked with the DriveSmart  App. This allows access to:  •  Vehicle location tracking  •  Remote start and climate control  •  Tire pressure monitoring  Enabling Connectivity  1. Open the Settings menu. 2. Go to Connectivity Options. 3. Toggle Vehicle Connectivity to enable or disable. Connecting to Wi-Fi  1. From the Settings menu, press Wi-Fi.",654,96,159,80,"the VIN helps track vehicle history, warranty, and recalls. Connected Vehicle Features A connected vehicle can utilize mobile networks for enhanced functionality when linked with the DriveSmart App.",198,28,79eafb52c87815fb4c9b53b30591cfde1d7175ac495000cb5079472d24d4c4a0
"2. Select View Available Networks. 3. Choose your network and enter the password. Troubleshooting Wi-Fi Issues:  •  Ensure the network signal is strong. •  Verify that you are entering the correct password. •  Avoid using networks with outdated security  protocols like WEP. Tire and Fluid Specifications  Revised Recommendations:  •  Use only VitaMax® tire sealant and inflator kits for  emergency repairs. •  Regularly check tire pressure and rotate tires every  6,000 miles (10,000 km). Tire Pressure Monitoring System (TPMS)  The TPMS alerts the driver when tire pressure is low, helping  prevent blowouts and improve fuel efficiency.",629,95,153,80,choose your network and enter the password. avoid using networks with outdated security protocols like WEP. use only VitaMax® tire sealant and inflator kits.,157,24,0d450cb89e5359162ea51ee8d997d2b26e36bb9ba6a7295dbe27db8355321e5e
"If the light  flashes, it indicates a malfunction that should be inspected  by a certified technician. Common TPMS Alerts:  •  Low Tire Pressure: Inflate tires to the  recommended levels found on the door label. •  Sensor Fault: Contact your service provider if the  alert persists. Vehicle Network Troubleshooting  Why can't I connect to a Wi-Fi network? •  Weak signal: Move the vehicle closer to the router.. FragglesX500FMS 2027          80  Note: Using fluids that do not meet ISO 4925 Class 6  standards can affect braking efficiency and lead to  potential failures. Vehicle Identification Number  (VIN)  The VIN is located on the left side of the dashboard. It  contains crucial information about your vehicle, including:  Position Description  1",747,116,185,80,"if light flashes, it indicates a malfunction that should be inspected by a certified technician. vehicle network troubleshooting Why can't I connect to a Wi-Fi network?",168,26,028ae979e901e00fc0dd2fc29710beaddb7cd7378d4d3f4045184d0b3342c238
"Incorrect password: Double-check and try again. •  Hidden network: Manually add the network in  settings. In-Car Wi-Fi, Audio, and  Connectivity    Vehicle Wi-Fi Hotspot: Setup and Usage  Your vehicle allows you to create a Wi-Fi hotspot, providing  internet access for connected devices while on the go. Follow these steps to get started and troubleshoot any  issues effectively. How to Set Up Wi-Fi Hotspot  1. Navigate to Settings, then choose Connectivity. 2. Select Vehicle Hotspot. The default setting is On,  so you may already have it activated. 3.",547,86,131,81,"In-Car Wi-Fi, Audio, and Connectivity Vehicle Wi-Fi Hotspot: Setup and Usage Your vehicle allows you to create a Wi-Fi hotspot, providing internet access for connected devices while on the go.",192,30,8a46e4fd157d0d3da4005af2b26661f76e3000d97ddfd5a95ac078a17578755f
"Tap Hotspot Settings, then select Edit. 4. Toggle Wi-Fi Visibility on or off, depending on your  preference. Visibility is On by default, allowing  devices to find your network easily. Viewing Hotspot Details  1. Open Settings, select Connectivity, and tap  Vehicle Hotspot. 2. Go to Hotspot Settings to view your network  information. 3. Toggle Show Password to reveal or hide your Wi-Fi  password.",390,62,93,81,"Tap Hotspot Settings, then select Edit. Wi-Fi Visibility is On by default, allowing devices to find your network easily.",120,19,bf042c73e44ceb67f2b4f0f8fe289c5967a65024fcd16f0dc5153f8da663ef1a
"Connecting Devices to the Hotspot  1. On your phone or tablet, switch on Wi-Fi and select  your vehicle’s hotspot from the available networks  list. 2. Enter the password as prompted to connect. Purchasing a Data Plan  1. Connect a device to the hotspot. The network  provider’s portal should appear automatically. o If it doesn’t open, try accessing any website;  this will usually redirect you. o Note: Secure websites may not automatically  redirect. 2.",447,73,108,81,connect devices to the hotspot 1 on your phone or tablet. switch on Wi-Fi and select your vehicle's hotspot from the available networks list.,141,24,fbc1490f8effd100c9660582f74b88b0636ac1468a850a9ccc7e3267e8b0b9b8
"Follow the on-screen instructions to buy a data plan. 3. If you already have a plan, visit the network  provider’s website for additional options or top-ups. Important Notes:  •  Data usage displayed in the hotspot settings is an  estimate. For detailed tracking, refer to the  provider’s app or website. •  Resetting the system does not remove your car from  the provider’s account. Contact the provider directly  if you need to make changes. Modifying Wi-Fi Hotspot Name or Password  1. Go to Settings > Connectivity > Vehicle Hotspot. 2.",531,88,129,81,"if you already have a data plan, visit the network provider’s website for additional options or top-ups. for detailed tracking, refer to the provider’s app or website.",167,27,72f81d116a47c52d71068a1ddf526b9dedd0192411ba7c43447e759453a05ed1
"Tap Edit, then select Change Network Name or  Change Password. 3. Enter the desired name or password and confirm the  changes. Adjusting Wi-Fi Frequency  1. Go to Settings > Connectivity > Vehicle Hotspot. 2. Tap Edit, and choose between 2.4 GHz or 5 GHz,  depending on your device compatibility.. FragglesX500FMS 2027          81",324,52,79,81,"Tap Edit, then select Change Network Name or Change Password. Enter the desired name or password and confirm the changes.",121,20,97451fca00acb0baf3259992cfb937ba20c2ef441820f7d11b1929f55348feab
"Fi Hotspot Troubleshooting  Common Issues and Solutions:  •  Can’t Find Hotspot Name: Ensure Wi-Fi visibility is  enabled. Check if the selected frequency (e.g., 5  GHz) is supported by your device. •  Connection Problems: Double-check the password  or switch the frequency band. Some devices may  only detect 2.4 GHz networks. Audio System: Controls and Features  The in-car audio system offers a variety of features for your  listening enjoyment, including radio, digital services, and  media playback options. Turning the Audio System On/Off  •  Press the Volume knob or use the power button to  turn the system on or off. Selecting an Audio Source  •  Tap your preferred audio source (e.g., FM, AM,  Bluetooth, USB) from the menu displayed at the top  of the screen. Using Media Controls  •  Play/Pause: Tap the play button to start or pause  playback. •  Skip Tracks: Use the forward/back buttons to  navigate through songs. •  Fast Forward/Rewind: Press and hold the  respective buttons to fast forward or rewind tracks.",1017,162,252,82,"Fi Hotspot Troubleshooting Common Issues and Solutions: Can’t Find Hotspot Name: Ensure Wi-Fi visibility is enabled. check if the selected frequency (e.g., 5 GHz) is supported by your device. some devices may only detect 2.4 GHz networks.",238,37,54d375587e0c00a5b57d48284f62386aebe84f08be264800be452fa2765762f9
"•  Shuffle/Repeat: Toggle these options using on- screen buttons, if supported by the current audio  source. Adjusting Sound Settings  1. Go to Settings, then choose Sound. 2. You can modify options like Bass, Treble, Balance,  Fade, and Speed Compensated Volume. Saving Radio Presets  1. Tune to your preferred station. 2. Press and hold a preset button until the audio briefly  mutes, indicating the station is saved. Digital and Satellite Radio Overview  Digital Radio (HD Radio)  HD Radio enhances your listening experience by offering  clearer audio.",546,85,132,82,"Sound Settings 1. Go to Settings, then choose Sound. saving radio Presets 1. Tune to your preferred station.",108,18,a00c2fe91eaaffa8249ed357ecd99afad72c15f41b8aae597124cb0986050c04
"When available, the system automatically  switches from analog to digital broadcasts. •  Indicator Colors:  o Gray: Acquiring digital signal. o Orange: Digital audio playing. •  Limitations: If the digital signal is weak, the system  may revert to analog or mute entirely. Satellite Radio (FragglesXM)  FragglesXM provides a wide range of channels, including  music, news, sports, and talk radio. A complimentary trial  is included with your vehicle purchase. •  Subscription: For activation or renewal, visit the  service provider’s website or contact their customer  service. •  Navigating Channels: Use the linear tuner or  direct tune options to find your favorite channels. Troubleshooting Satellite Radio:  •  No Signal: The antenna might be obstructed. Try  relocating the vehicle to a clear, open area.. FragglesX500FMS 2027          82  Wi",839,123,207,82,"the system switches from analog to digital broadcasts. if the digital signal is weak, the system may revert to analog or mute entirely.",135,23,617ac8ab824dd489803db973d45225cecc1767d820706b69f4c5e207868ee407
"Error Messages: Follow on-screen prompts or  consult the provider’s help page for specific  solutions. Bluetooth® Connectivity: Pairing and Media Playback  Pairing Your Device  1. Go to Settings > Phone List, then tap Add Phone. 2. On your mobile device, select your car’s name and  confirm the pairing code. 3. The screen will indicate successful pairing. Playing Music via Bluetooth®  1. Open the App Launcher, choose Media, then select  Bluetooth. 2.",444,70,109,83,"Bluetooth® Connectivity: Pairing and Media Playback Pairing Your Device 1. Go to Settings > Phone List, then tap Add Phone. 3. On your mobile device, select your car’s name and confirm the pairing code.",202,34,ee93bc90089cbb24c94b47c4281815a8d3483cfd5acd1e2a26ec8b4c6c75f389
"Use on-screen controls to play, pause, skip, or  rewind tracks. Browsing Music Library  When your phone is connected, you can browse songs,  albums, artists, and playlists directly through the vehicle’s  touchscreen interface. Note: Some functions may be limited while the vehicle is in  motion for safety reasons. Personal Profiles: Customizing Your Experience  Your vehicle allows you to set up multiple user profiles,  each with unique settings for seats, mirrors, audio, and  driver assist features. Creating a Personal Profile  1. With the vehicle in park, go to Settings > Personal  Profiles. 2. Tap Add New and follow the prompts to personalize  your settings. Linking a Profile to a Device  You can link profiles to a key fob or smartphone, allowing  the vehicle to automatically load your preferences when  the linked device is used. 1.",836,133,204,83,"use on-screen controls to play, pause, skip, or rewind tracks. music library When your phone is connected, you can browse songs, albums, artists, and playlists directly through the vehicle’s touchscreen interface.",213,31,56f840fb2382608713f5cb9eec7122dcbc85fe0d5389f89e1817aa236b6a2c94
"Go to Personal Profiles, select the profile, then  choose Link Device. 2. Follow the on-screen instructions to complete the  setup. Deleting a Profile  1. Open Personal Profiles in the settings menu. 2. Select the profile you wish to delete, then tap  Delete Profile. Tips:  •  Linked devices such as key fobs or phones will  automatically activate your profile when detected. •  The system prioritizes the first detected device if  multiple linked devices are present. Rebooting the Center Display  If the system becomes unresponsive, you can perform a  quick reboot:  1.",563,90,138,83,Linked devices will automatically activate your profile when detected. the system prioritizes the first detected device if multiple linked devices are present.,159,22,db99ae9612e7db585e343732da68e1d92617ee7be5056c06372825d0b050372b
"Press and hold the Seek Forward and Volume  Down buttons simultaneously for 10 seconds. 2. The screen will go black and restart, typically  resolving minor issues. Comprehensive Navigation  System Guide. FragglesX500FMS 2027          83",232,33,56,83,"the screen will go black and restart, typically resolving minor issues.",71,11,38e1cde83f8cabbd07f30937a03addd2dc975f2eb41c633fb1efbf84ddf21bab
"time updates, and a variety of  routing options to enhance your driving experience. Equipped with connected services, the system can provide  turn-by-turn directions, traffic updates, and predictive  destination suggestions. If your vehicle includes Connected Navigation, you may  receive a free trial period after purchase. Subscription  renewal is required after the trial ends. For more details on  plans and services, visit FragglesConnected.com. Accessing the Navigation System  To get started with navigation:  1. Open the App Drawer on the touchscreen display. 2. Select the Navigation icon to launch the map  interface. Important: Stay attentive and comply with local traffic  rules.",682,98,166,84,"the system can provide turn-by-turn directions, traffic updates, and predictive destination suggestions. if your vehicle includes Connected Navigation, you may receive a free trial period after purchase.",203,27,41871e9fd31be2441fe183b1dac3bb967e7045c435b944dd5f884870e8d75bd6
"Your primary focus should be on safe driving,  regardless of the navigation prompts. Updating Map Data  Your map data needs periodic updates for optimal  accuracy. There are two main ways to update your maps:  1. Wi-Fi Updates: Connect your vehicle to a Wi-Fi  network and let it automatically update map data  when new versions are available. 2. USB Updates: For manual updates via USB, contact  your Fraggles dealer or visit the support page on  FragglesConnected.com. •  Report Map Errors: If you encounter inaccuracies,  help improve the map data by reporting issues at  MapFixPortal.com. Customizing the Map Display  Your navigation system provides several options for  customizing how the map looks:  •  Zoom In/Out: Use pinch-to-zoom gestures—spread  your fingers apart to zoom in and pinch them  together to zoom out for a broader view. •  Change Map View: Switch between 2D, 3D, and  satellite formats by tapping the View Mode button  on the left side of the screen. •  Night Mode: The system automatically shifts to  night mode based on lighting conditions, but you  can manually adjust this in the settings menu.",1114,180,274,84,"your primary focus should be on safe driving, regardless of the navigation prompts. Wi-Fi Updates: Connect your vehicle to a Wi-Fi network and let it automatically update map data when new versions are available.",212,34,51585fd82e9a7ca368af58b7c0dc0146f0f5c9c5403917561da79eceb58d6f98
"Real-Time Traffic Information  Understanding Live Traffic  Live traffic updates allow you to see real-time road  conditions, traffic jams, and potential delays on your route. Activating Live Traffic  To toggle live traffic updates:  1. Tap the Tools icon on the map. 2. Go to Navigation Settings. 3. Turn Traffic Updates on or off as needed. Setting a Destination: Multiple Options  The navigation system offers various ways to set a  destination. Choose the method that best suits your needs:  Using the Search Bar. FragglesX500FMS 2027          84  Introduction to Your Navigation System  Your vehicle’s advanced navigation system is designed to  offer precise guidance, real",668,101,164,84,"real-time traffic information Understanding Live Traffic Live traffic updates allow you to see real-time road conditions, traffic jams, and potential delays on your route. Activating Live Traffic To toggle live traffic updates: Tap the Tools icon on the map. 2. Go to Navigation Settings. 3. Turn Traffic Updates on or off as needed.",333,53,06210ca9260235782d119c2b66906f43cea19015b724392b53edc83d52097c3c
"Enable or Disable Predictive Suggestions: Go to  User Data in the navigation settings and toggle  Destination Suggestions on or off. •  Selecting a Predictive Destination: Suggested  locations appear at the top of the screen. Tap the  suggestion to navigate. Recent, Saved, and Favorite Destinations  Setting a Recent Destination  1. Open the Search Bar and select Recents. 2. Choose a destination from your recent trips. Using Saved Places  1. Tap the Search Bar. 2.",458,73,111,85,"Go to User Data in the navigation settings and toggle Destination Suggestions. select Recent, Saved, and Favorite Destinations Setting a Recent Destination.",156,22,3f5e85a82f7d69b0f406efb2bf73a87d22f62f3ade43c4a80b13ac231cc0ea3a
"Go to Saved Places and select a location. 3. Press Go! to navigate. Tip: Save frequently visited places by tapping the star icon  when viewing a location’s details. Navigating to Points of Interest (POIs)  Points of Interest such as gas stations, restaurants, and  landmarks are displayed on the map. 1. Tap a POI icon directly on the map. 2. View information about the location.",370,64,89,85,navigate to Points of Interest (POIs) Points of interest (POIs) are displayed on the map. tap a star icon directly on the map.,126,23,bc7351b408f7ae53b0a1e929621e6f88b06b04ddaf25a30d5de4dad48cc08c3e
"3. Press Go! to navigate there. Adding Waypoints and Customizing Your Route  You can enhance your trip by adding waypoints, allowing for  multiple stops along your route. Adding a Waypoint  1. Start navigation to your primary destination. 2. Use the Search Bar to find a location you want to  add as a waypoint. 3. Press Go!,",316,56,75,85,Adding Waypoints and Customizing Your Route You can enhance your trip by adding waypoints. Adding a Waypoint 1. Start navigation to your primary destination.,157,24,25f60a42c11ed8780db9efe614d1a0732f96aea8f004b0ef740e9b7ae6d69afa
"then select Add Waypoint to include it in  your journey. Managing Waypoints  1. Tap the Search Bar and go to myTrips. 2. Select Current Trip. 3. Use the options to add, remove, or rearrange your  waypoints. Note: The system re-calculates the route based on the  updated waypoints. Route Guidance Features  The navigation system provides clear and timely voice  guidance. You can customize the guidance experience as  follows:  Adjusting the Voice Guidance Volume.",454,72,111,85,the system re-calculates the route based on the updated waypoints. you can customize the guidance experience as follows.,120,18,5a8d93718be3d37f50d1ed7db0103cbf86b8e7c4fa559c2acaf9b84e5425d244
"FragglesX500FMS 2027          85  1. Tap the Search Bar at the top of the screen. 2. Enter an address, landmark, or point of interest. 3. Choose your desired destination from the search  results. 4. Press Go! to start navigating. Using the Interactive Map  1.",250,43,60,85,"Tap the Search Bar at the top of the screen. 2. Enter an address, landmark, or point of interest.",97,19,6fe0e101eab312faf1197c635f3eee896fb621a6d4eda414d3ef901c8345173d
Tap anywhere on the map to enter roaming mode. 2. Tap again to drop a pin at your desired location. 3. View location details and press Go! to begin  navigation. Predictive Destinations  The system can suggest destinations based on your past  driving habits.,251,43,60,85,tap anywhere on the map to enter roaming mode. 2. Tap again to drop a pin at your desired location.,99,20,99dfa3520ae89d623b68df9864b9b623ecf106f097db5500f1e37a595f835e1d
"Avoid Toll Roads: Enable or disable toll road  avoidance. •  Eco Route: Choose fuel-efficient routing to save on  gas. •  Fastest Route: Prioritize speed to reach your  destination quickly. Troubleshooting Common Navigation Issues  1. Weak GPS Signal: If the GPS signal is weak, make  sure the vehicle has a clear view of the sky, free from  obstructions like tall buildings or dense tree cover. 2. Map Not Updating: Ensure your Wi-Fi connection is  active or attempt a manual update via USB. 3. Unresponsive Screen: If the touchscreen is not  responding, reboot the system by holding down the  Seek Forward and Volume Down buttons for 10  seconds. Tips for Optimized Navigation Experience  •  Voice Commands: Utilize voice commands to enter  destinations hands-free by saying, ""Navigate to  [destination].""",798,126,197,86,avoid toll roads: choose fuel-efficient routing to save on gas. avoid toll roads: Prioritize speed to reach your destination quickly.,133,20,3b46936bd3333fa923c823e1b8f016b64aee4cbdbcb77377ced056b6774afd6b
"•  Offline Navigation: Download maps for offline use  if you plan to drive in areas with poor cellular  connectivity. •  Safety Alerts: Keep safety alerts enabled to receive  notifications about road hazards, speed limits, and  traffic cameras. Fraggles Vehicle Software  Updates Overview  Your Fraggles vehicle is equipped with a sophisticated  software update system designed to keep your vehicle’s  features, performance, and security at peak levels. The  updates deliver enhancements, new features, bug fixes,  and critical security patches. For the best experience,  ensure you have Automatic Updates turned on, establish a  consistent update schedule, and connect your vehicle to a  stable Wi-Fi network. Without a Wi-Fi connection, updates  may be delayed or fail to download. Types of Software Updates  Fraggles vehicles support two primary types of updates:  1. Drivable Updates: These updates are small and can  be installed while you continue to use your vehicle. FragglesX500FMS 2027          86  Turn the Volume Control knob or use steering wheel  buttons while the guidance prompt is playing to adjust the  volume. Repeating a Guidance Prompt  If you miss an instruction, tap the Repeat button or the  Turn Indicator icon on the screen to hear the last  command again.",1273,194,315,86,"software updates are small and can be installed while you continue to use your vehicle. if you miss an instruction, tap the Repeat button or the Turn Indicator icon on the screen to hear the last command again.",210,38,e6da8392b7c94287e6c96dd103f6c8f3fe166251d521ff2b6123d9f4a07af6c3
"Canceling Navigation  To stop navigation at any time, press the Cancel Route  button on the touchscreen. Additional Navigation Settings  Explore the Navigation Settings menu for more advanced  features:",201,28,50,86,"Canceling Navigation To stop navigation at any time, press the Cancel Route button on the touchscreen. additional Navigation Settings Explore the Navigation Settings menu for more advanced features.",198,28,a6da17b7ab58c9091f237d773ec5f25bb50e85adfb490ff4d6b188dad92dc271
"Drivable Updates: These larger updates  require the vehicle to be parked, switched off, and  typically occur when the vehicle is not in use. They  often contain significant software changes or  feature enhancements. Non-drivable updates  generally take 30 to 60 minutes but may take up to  several hours depending on the size and complexity  of the update. Tip: To avoid disruptions, schedule non-drivable updates  during times when you don’t need your vehicle, such as  overnight. Notifications and Alerts  Fraggles vehicles keep you informed about software  updates through notifications on the touchscreen and via  the Fraggles Connect app on your mobile device. You can  easily check the update status and details at any time. •  Top Left of Touchscreen: Displays alerts for  available updates, pending installations, and  completion notifications. •  Fraggles Connect App: Syncs with your vehicle to  provide real-time update notifications, including  installation progress and any issues that may arise. Conditions for Non-Drivable Software Updates  For a non-drivable update to proceed, several conditions  must be met. The update will not start if:  •  The vehicle’s engine is running or the ignition is on.",1206,182,300,87,non-drivable updates typically take 30 to 60 minutes but may take up to several hours depending on the size and complexity of the update. notifications and alerts Fraggles vehicles keep you informed about software updates through notifications on the touchscreen and via the Fraggles Connect app on your mobile device.,318,50,ed66556e40c87ff8c478e9e3653ca87222d6bd0fa75503c9facd016172c31b08
"•  The vehicle is not in park (P). •  The 12V battery level is low, risking a loss of power  during the update. •  Any door, trunk, or hood is open. •  Hazard lights or parking lights are active. •  The brake pedal is pressed or an emergency call is in  progress. •  The vehicle is in ""Limp Mode"" (reduced power mode  due to a detected issue). Pro Tip: Before initiating an update, make sure your vehicle  is turned off, parked securely, and all doors are closed. Restrictions During a Non-Drivable Update  While a non-drivable software update is in progress, several  vehicle features and functions are temporarily disabled to  ensure the update process is not interrupted:  •  You cannot start, drive, or move the vehicle until the  update is complete. •  Remote access via the Fraggles mobile app,  including locking/unlocking and remote start, is  disabled. •  The vehicle’s charging process will pause during the  update but will automatically resume once the  update is finished.",976,164,239,87,"the 12V battery level is low, risking a loss of power during the update. the vehicle is in ""Limp Mode"" (reduced power mode due to a detected issue)",147,28,0d8551a032340fffc9d931df7cf98676a1a646def2f21b34d558d6a28f84bc00
"Note: Attempting to use these features during an update  may result in errors or disruptions to the update process. Managing Software Updates  To access and manage software updates, navigate to the  Software Updates section in the vehicle’s settings menu. Here’s what you can do:. FragglesX500FMS 2027          87  normally. They require minimal interaction from the  driver, making the process seamless. 2. Non",405,61,97,87,attempting to use these features during an update may result in errors or disruptions to the update process.,108,18,7a3ea669c2006937e8ec0d8ed01049e31ae56a14033432a77a1cdfe538014098
"Enable or Disable Automatic Updates: We  recommend keeping Automatic Updates enabled to  ensure your vehicle always receives the latest  improvements without manual input. •  View Update Details: Get information on the  changes, new features, and fixes included in each  update. •  Schedule Updates: Set a recurring schedule for  updates to occur during convenient times (e.g., late  at night). Setting a Schedule for Software Updates  Scheduling updates helps ensure they occur when you are  least likely to need your vehicle. Follow these steps to set a  schedule:  1. In the Software Updates menu, tap Schedule  Updates. 2. Choose the days and preferred time for updates  (e.g., 2 AM on weekdays). 3. Tap Save to confirm.",715,114,175,88,Automatic Updates are enabled to ensure your vehicle always receives the latest improvements without manual input. Set a Schedule for Software Updates Scheduling updates helps ensure they occur when you are least likely to need your vehicle.,241,37,c168452aa4b4fc99111f9caa4880aa252ec38f6247e2735f81f209d83149c778
"Important: The schedule you choose will be applied to all  future updates. If an update is available, it will  automatically install at the next scheduled time unless you  manually reschedule it. Manually Installing Software Updates  If you prefer to install updates manually or want to apply an  update immediately, you can do so from the touchscreen:  1. Via Status Bar Notification:  o When a software update notification  appears, tap the icon to view details and start  the installation process. o Follow the on-screen instructions to  complete the update. 2. Via Software Updates Menu:  o Open the Software Updates menu. o Tap Update Details, then press Update Now  to start the installation. Checking Update Status and Details  To review the update status or learn more about what  changes the update includes:  1. Go to the Software Updates menu.",845,137,208,88,"the schedule you choose will be applied to all future updates. if an update is available, it will automatically install at the next scheduled time.",147,25,14f17af5f84c10babf310b8cb399eb92e59478a8b46d997404cc4618ec7b24f7
"2. Tap Update Details to see a summary of the update,  including any new features, improvements, or fixes. Software Update Indicators and Alerts  Your vehicle’s software update system includes several  indicators to keep you informed:  •  Update Available: A reminder to schedule or install  the update. •  Precondition Not Met: Alerts you if certain  conditions (e.g., low battery, doors open) prevent  the update from starting. •  Update Successful: Confirms that the update was  completed without any issues. •  Update Failed: Informs you if there was an issue  during installation and suggests troubleshooting  steps. Pro Tip: Tap any indicator to get more detailed information  or follow the prompts to resolve issues.. FragglesX500FMS 2027          88",751,113,185,88,software update Indicators and alerts Your vehicle’s software update system includes several indicators to keep you informed. alerts you if certain conditions prevent the update from starting.,192,27,73b805c57acbde13f58acae856955480603d208f0c1ea6cde73414d441692cbc
"screen  instructions. What Gets Reset:  •  All personal data, including phone contacts, saved  navigation addresses, and linked accounts, will be  removed. •  The vehicle’s modem will be reset, revoking access  for all previously authorized users. •  Bluetooth® connections and preferences will be  cleared. Note: A factory reset may be necessary if you experience  persistent software issues or glitches after an update. Tips for a Smooth Update Experience  1. Maintain a Strong Wi-Fi Connection: Connect your  vehicle to a reliable Wi-Fi network for faster  downloads and smoother updates. 2. Set an Update Schedule: Choose a time when you  don’t typically use your vehicle to avoid any  inconvenience. 3.",698,107,170,89,"all personal data, including phone contacts, saved navigation addresses, and linked accounts, will be removed. the vehicle’s modem will be reset, revoking access for all previously authorized users.",198,28,b78ad5551dc52bdf777eca913ab9d34ba5ca3ad35fb81a960caa1e5e45b7ed03
"Keep Automatic Updates Enabled: This ensures  your vehicle receives critical updates promptly,  enhancing both performance and safety. Fraggles Vehicle Accessories  Explore a range of high-quality accessories tailored for your  Fraggles vehicle. Whether you’re looking for style,  convenience, performance, or utility enhancements,  Fraggles has you covered. To view the complete list of  available accessories, visit the official Fraggles online store  or contact your authorized Fraggles dealer:  •  Online Store (United States):  www.Accessories.Fraggles.com  •  Online Store (Canada):  www.Accessories.Fraggles.ca  Warranty Coverage for Fraggles Genuine Accessories  Fraggles offers a strong commitment to quality and  durability for all dealer-installed Original Accessories. If any  Fraggles accessory, installed by an authorized dealer, is  found to have defects in materials or workmanship, we will  repair or replace it under warranty. Additionally, if a defect  causes damage to other components, Fraggles will cover  those repairs as well. The warranty coverage for Fraggles Original Accessories  includes:  •  Up to 24 Months with unlimited mileage. •  Remaining New Vehicle Warranty coverage for  your car, whichever is longer.. FragglesX500FMS 2027          89    Performing a System Reset  A system reset is recommended before transferring  ownership of your Fraggles vehicle. This process clears all  personal data, restores factory settings, and ensures your  privacy. How to Perform a System Reset  1.",1510,205,374,89,"Fraggles Vehicle Accessories Explore a range of high-quality accessories tailored for your Fraggles vehicle. to view the complete list of available accessories, visit the official Fraggles online store or contact your authorized dealer.",236,33,b18031621cf95b519a57cf32399517e5746936b9b436d8717569654cd484dbfe
"Open the Settings Menu and navigate to General  settings. 2. Tap Reset, then select Factory Reset. 3. Confirm your choice and follow the on",135,24,32,89,"2. Tap Reset, then select Factory Reset. 3. Confirm your choice and follow the on.",82,15,34a432f9fa546caa649eba11de787e91539188fe4ff06dabce821bc04703ad05
"party  manufacturers and not engineered by Fraggles. Therefore,  the accessory manufacturer provides the warranty. Reach  out to your authorized dealer for specific warranty  information or directly contact the accessory maker for  details. Important Guidelines for Adding Accessories  To maintain the performance and integrity of your Fraggles  vehicle, consider these key points when adding  accessories or equipment:  1. Weight Limits: Adding accessories, passengers, or  luggage must not exceed the Gross Vehicle Weight  Rating (GVWR) or Gross Axle Weight Rating (GAWR). Check the Safety Compliance Label for your  vehicle’s limits, or consult your dealer for guidance. 2. Compliance with Communication Systems: The  installation of mobile communication devices such  as two-way radios, telephones, and alarm systems  must adhere to regulations set by the Federal  Communications Commission (FCC) in the United  States and the Canadian Radio- telecommunications Commission (CRTC) in  Canada. 3. Authorized Installation Only: Always have mobile  communication systems installed by an authorized  dealer.",1097,151,270,90,"accessories, passengers, or luggage must not exceed the Gross Vehicle Weight Rating (GVWR) or Gross Axle Weight Rating (GAWR). check the Safety Compliance Label for your vehicle’s limits, or consult your dealer for guidance.",224,34,ddea1d0fbf2baa53efa277b1d4f0a4900b02408c24343c74559d00af33453d59
"Improper installation may interfere with your  vehicle’s electrical systems or compromise vehicle  performance. 4. Compatibility with Electrical Systems: Installing  non-Fraggles electronic accessories may reduce the  efficiency of the battery or disrupt other critical  vehicle functions. It is recommended to use only  Fraggles-certified parts to avoid potential issues. Fraggles Care Protection Plan  What is Fraggles Care? Fraggles Care is an extended service program designed to  protect you from unexpected repair costs. It extends  coverage beyond the standard vehicle warranty, providing  enhanced protection and peace of mind. Fraggles Care  offers several flexible plans tailored to meet your driving  habits and needs. Fraggles Care Plans – Overview  1. UltimateCare: The most comprehensive coverage,  protecting over 1,200 components, including major  systems and high-tech features.",886,120,217,90,installation of non-Fraggles electronic accessories may compromise vehicle performance. it is recommended to use only Fraggles-certified parts to avoid potential issues.,169,21,be3c7df84ce232a848cb6576f0d2aef2b7538691e1d7090b4bfcbb92a4909d3b
